# Bannerlord Asset Reference Dump
# Generated: 2026-08-07 21:12:45 -04:00
# Source install: F:\SteamLibrary\steamapps\common\Mount & Blade II Bannerlord
# Game version: 1.4.7
# Generated by tools/build_asset_dump.ps1 - do not hand-edit, regenerate instead.
#
# Column layout matches the legacy bannerlord_assets_v1.3.15.txt exactly: existing bake scripts
# index it positionally (PhysicsShapes = 7, Meshes = 11).
#
# An empty Meshes column means the prefab has no visible geometry. Those are markers and logic
# nodes - spawn points, patrol points, animation points - and are intentionally included.
#
AssetName | Module | PrefabFile | RelativePath | InferredCategory | HasPhysics | HasCollisionShape | PhysicsShapes | PhysicsMaterials | Masses | BodyFlags | Meshes | Scripts | Tags | Flags | Mobility | OldPrefabName | ChildSectionCount | ChildTopNames
homestead_clay_gatherer | HomesteadsReloaded | homestead_clay_gatherer.xml | Prefabs\homestead_clay_gatherer.xml | misc | yes | yes | bo_cliff_soil_b,bo_wooden_platform_plank_a,bo_wooden_platform_c,bo_barrier_box,bo_battania_street_tent_a,bo_shop_prop_merchantarmory_b,bo_shop_prop_merchantarmory_heavy_c,bo_bd_sack_b,bo_bd_table_small_a,bo_shop_prop_merchantarmory_medium_c,bo_crate_a,bo_crate_a_lid,bo_shop_prop_merchantleather_b,bo_merchandise_cloth_b,bo_bd_table_c,bo_shop_prop_merchantpottery_b,bo_bd_pickaxe_c,bo_bd_pickaxe_a,bo_bd_pickaxe_b,bo_bd_table_c,bo_bd_basket_a,bo_torch_outdoors_a |  |  |  | cliff_soil_b,merchandise_clay,battania_street_tent_a,peasent_shovel,shop_prop_merchantpottery_b,bd_pickaxe_c,bd_pickaxe_a,bd_pickaxe_b,bd_table_c,bd_basket_a,torch_outdoors_a | UsablePlace,AnimationPoint | spawnpoint_homestead_npc |  |  |  | 4 | homestead_prop,sp_worker_spawn_1,sp_worker_spawn_2,sp_worker_spawn_3
homestead_dog_kennel | HomesteadsReloaded | homestead_dog_kennel.xml | Prefabs\homestead_dog_kennel.xml | animal | yes | yes | bo_empire_street_quad_well,bo_hut_a,bo_fence_empire_a |  |  |  | empire_street_quad_well,hut_a,fence_empire_a,khuzait_arena_fence_door_a_closed |  | spawnpoint_homestead_hound_master,sp_dog |  |  |  | 1 | homestead_prop,spawnpoint_homestead_hound_master,sp_dog_spawn_0,sp_dog_spawn_1,sp_dog_spawn_2,sp_dog_spawn_3,sp_dog_spawn_4,sp_dog_spawn_5,sp_dog_spawn_6,sp_dog_spawn_7,sp_dog_spawn_8,sp_dog_spawn_9
homestead_field_kitchen | HomesteadsReloaded | homestead_field_kitchen.xml | Prefabs\homestead_field_kitchen.xml | misc | yes | yes | bo_foods_basket_apple,bo_bd_table_c,bo_bd_barrel_c,bo_foods_watermelon_a,bo_foods_pumpkin_a,bo_empire_street_tent_04,bo_bd_table_trunk_a,bo_foods_basket_a,bo_foods_basket_b,bo_foods_basket_e,bo_foods_basket_cabbage,bo_foods_cabbage_a,+8 more |  |  |  | foods_orange_a,foods_basket_apple,chicken_roast,bd_table_c,bd_barrel_c,kitchen_plate_a,kitchen_plate_steak,foods_watermelon_a,foods_pumpkin_a,empire_street_tent_06,bd_table_trunk_a,bread,+39 more | UsablePlace,AnimationPoint | spawnpoint_homestead_npc |  |  |  | 6 | homestead_prop,foods_cauldron_stew,kitchen_cauldron,kitchen_pot_a,kitchen_pot_f,bd_cauldron_sturgia,sp_worker_spawn_1,sp_worker_spawn_2
homestead_flax_farm | HomesteadsReloaded | homestead_flax_farm.xml | Prefabs\homestead_flax_farm.xml | misc | yes | yes | bo_empire_street_tent_01,bo_bd_table_e |  |  |  | empire_street_tent_01,wheat_group_summer_4x,arrow_new_icon,merchandise_flax,bd_table_e | UsablePlace,AnimationPoint | spawnpoint_homestead_npc |  |  |  | 4 | map_icons_production_wheat_mesh_a,sp_npc_villager_working_while_stand,sp_npc_farmer_bush_cutting,merchandise_flax,bd_table_e
homestead_flax_weaver | HomesteadsReloaded | homestead_flax_weaver.xml | Prefabs\homestead_flax_weaver.xml | misc | yes | yes | bo_battania_castle_keep_wood_stake_c,bo_battania_castle_keep_wood_stake_d,bo_battania_castle_keep_wood_stake_a,bo_castle_plank_ramp_a,bo_port_ramp_b,bo_weavery_loom_a,bo_shop_prop_merchantweavery_linen_a,bo_shop_prop_merchantweavery_linen_b,bo_shop_prop_merchantweavery_linen_c,bo_weavery_spinning_wheel,bo_bd_table_c,bo_bd_cloth_1,+2 more |  |  |  | battania_castle_keep_wood_stake_c,battania_castle_keep_wood_stake_d,battania_castle_keep_wood_stake_a,castle_plank_ramp_a,port_ramp_b,weavery_loom_a,shop_prop_merchantweavery_linen_a,shop_prop_merchantweavery_linen_b,shop_prop_merchantweavery_linen_c,shop_prop_merchantweavery_linen_d,shop_prop_merchantweavery_velvet_d,shop_prop_merchantweavery_linen_e,+12 more | UsablePlace,AnimationPoint | spawnpoint_homestead_npc,Pilot |  |  |  | 2 | homestead_prop,sp_npc_worker
homestead_grain_farm | HomesteadsReloaded | homestead_grain_farm.xml | Prefabs\homestead_grain_farm.xml | misc | yes | yes | bo_empire_street_tent_01,bo_arabian_stone_b,bo_merchandise_grain,bo_bd_hay_cart_b |  |  |  | empire_street_tent_01,arabian_stone_b,merchandise_grain,wheat_group_summer_4x,arrow_new_icon,kitchen_bowl_b,kitchen_bowl_c,bd_hay_cart_b | UsablePlace,AnimationPoint | spawnpoint_homestead_npc |  |  |  | 4 | arabian_stone_b,merchandise_grain,map_icons_production_wheat_mesh_a,sp_npc_villager_working_while_stand,kitchen_bowl_b,sp_npc_farmer_bush_cutting,kitchen_bowl_c,bd_hay_cart_b
homestead_grape_farm | HomesteadsReloaded | homestead_grape_farm.xml | Prefabs\homestead_grape_farm.xml | misc | yes | yes | bo_kitchen_basket_grape,bo_kitchen_basket_grape_b,bo_hut_b,bo_bd_table_b,bo_shop_prop_merchantwinery_b,bo_shop_prop_merchantwinery_c,bo_foods_basket_a,bo_bd_basket_a,bo_bd_wall_baskets_a,bo_bd_cart_a,bo_bd_hay_cart_a,bo_bd_log_and_axe |  |  |  | bd_cloth_stick_5m,grape_root,grape_branch,grape,kitchen_basket_grape,kitchen_basket_grape_b,hut_b,bd_table_b,shop_prop_merchantwinery_b,shop_prop_merchantwinery_c,foods_basket_a,bd_basket_a,+5 more | UsablePlace,AnimationPoint | spawnpoint_homestead_npc,Pilot |  |  |  | 2 | homestead_prop,sp_npc_worker
homestead_happy_hippodrome | HomesteadsReloaded | homestead_happy_hippodrome.xml | Prefabs\homestead_happy_hippodrome.xml | misc |  |  |  |  |  |  |  |  | homestead_race_prop,homestead_race_start,homestead_race_gate,gate_000,gate_001,gate_002,gate_003,gate_004,gate_005,gate_006,gate_007,gate_008,+64 more |  |  |  | 1 | empire_hippodrome_a,empire_hippodrome_enterance_wall_a2,empire_hippodrome_middle_platform_a,empire_hippodrome_middle_platform_c,empire_hippodrome_enterance_wall_a,homestead_race_start,homestead_race_gate
homestead_hero_hangout | HomesteadsReloaded | homestead_hero_hangout.xml | Prefabs\homestead_hero_hangout.xml | misc | yes | yes | bo_log_bench_default_c,bo_bd_barrel_c,bo_rock_001,bo_bd_barrel_a,bo_bd_table_trunk_a,bo_bd_roasting_spit_a,bo_shop_prop_merchantleather_b,bo_bd_stacked_wood,bo_merchandise_leather_b,bo_bd_wood_heap_a,bo_bed_ground_a,bo_village_tent_c,+4 more |  |  |  | log_bench_beech_c,bd_barrel_c,rock_001,bd_barrel_a,bd_table_trunk_a,mead_cup_wooden_a,kitchen_plate_grape,kitchen_plate_steak,log_bench_pine_c,bd_roasting_spit_a,chicken_raw,merchandise_meat,+12 more | UsablePlace,AnimationPoint | sp_player_sit,spawnpoint_homestead_leader,spawnpoint_homestead_npc,spawnpoint_homestead_spouse,spawnpoint_homestead_companion |  |  |  | 17 | burning_campfire_big,homestead_prop,sp_npc_leader,sp_npc_spouse,sp_npc_companion_1,sp_npc_companion_2,sp_guard_1,sp_guard_2
homestead_hog_farm | HomesteadsReloaded | homestead_hog_farm.xml | Prefabs\homestead_hog_farm.xml | misc | yes | yes | bo_barn_fence_d,bo_fence_empire_a,bo_fence_empire_b |  |  |  | barn_fence_d,fence_empire_a,animation_stand_arrow_yellow,arrow_new_icon,fence_empire_b | AnimalSpawnSettings,UsablePlace,AnimationPoint | sp_hog,spawnpoint_homestead_npc,npc_wait,npc_common,disable_at_night |  |  |  | 2 | fence_empire_a,sp_hog,sp_npc_examine_stall,fence_empire_b
homestead_iron_mine | HomesteadsReloaded | homestead_iron_mine.xml | Prefabs\homestead_iron_mine.xml | misc | yes | yes | bo_terrain_green_rock_c,bo_terrain_green_rock_a,bo_terrain_green_rock_b,bo_terrain_green_rock_d,bo_terrain_rock_a,bo_terrain_rock_small_b,bo_terrain_rock_small_c,bo_log_pine_group_d,bo_european_castle_stairs_c_l1,bo_sturgia_castle_log_a,bo_log_pine_group_f,bo_wooden_platform_a,+21 more |  |  |  | terrain_green_rock_c,terrain_green_rock_a,terrain_green_rock_b,terrain_green_rock_d,terrain_rock_a,terrain_rock_small_b,terrain_rock_small_c,terrain_rock_a2,log_pine_group_d,european_castle_stairs_c_l1,sturgia_castle_log_a,log_pine_group_f,+31 more | UsablePlace,AnimationPoint | spawnpoint_homestead_npc |  |  |  | 3 | homestead_prop,sp_worker_spawn_1,sp_worker_spawn_2
homestead_khuzait_yurt | HomesteadsReloaded | homestead_khuzait_yurt.xml | Prefabs\homestead_khuzait_yurt.xml | misc | yes | yes | bo_khuzait_tent_interior_a,bo_bed_ground_a,bo_fire_stones_desert,bo_burned_wood_a |  |  |  | khuzait_tent_interior_a,bed_ground_d,arrow_new_icon,fire_stones_steppe,burned_wood_a,mat_fur_b,mat_fur_c,mat_wicker_c,hung_fur_d,hung_fur_e,hung_fur_c,hung_fur_a | UsablePlace,AnimationPoint,AmbientSoundEmitter | spawnpoint_homestead_npc,npc_wait,npc_common |  |  |  | 18 | bed_ground_d,fire_stones_steppe,mat_fur_b,mat_fur_c,mat_wicker_c,hung_fur_d,hung_fur_e,hung_fur_c,hung_fur_a,sp_npc_storyteller,sp_npc_idle,sp_npc_listener
homestead_large_building_plot | HomesteadsReloaded | homestead_large_building_plot.xml | Prefabs\homestead_large_building_plot.xml | architecture | yes | yes | bo_castle_plank_wall_c,bo_cliff_soil_a |  |  |  | cliff_soil_a |  |  |  |  |  | 1 | building_plot_surface,building_plot_dirt_a,building_plot_dirt_b,building_plot_dirt_c
homestead_lumberjack_camp | HomesteadsReloaded | homestead_lumberjack_camp.xml | Prefabs\homestead_lumberjack_camp.xml | misc |  |  |  |  |  |  | merchandise_wood,bd_wood_heap_c,bd_log_and_axe,shop_prop_merchantcarpenter_a,shop_prop_merchantcarpenter_d,bd_table_trunk_a,shop_prop_merchantcarpenter_e,arrow_new_icon | UsablePlace,AnimationPoint | spawnpoint_homestead_npc |  |  |  | 2 | lumberjack_wood_pile,lumberjack_wood_heap_1,lumberjack_wood_heap_2,lumberjack_log_and_axe,lumberjack_carpenter_bench,lumberjack_shop_display,lumberjack_trunk_table,lumberjack_sawbench,sp_lumberjack_npc_spawn
homestead_market | HomesteadsReloaded | homestead_market.xml | Prefabs\homestead_market.xml | misc | yes | yes | bo_stonewall_2a1,bo_shop_prop_merchantleather_c,bo_shop_prop_merchantleather_b,bo_merchandise_hides_a,bo_bd_table_trunk_a,bo_wooden_platform_plank_f_column,bo_empire_street_tent_04,bo_battania_street_tent_a,bo_aserai_street_tent_a,bo_foods_basket_c,bo_foods_basket_a,bo_bd_barrel_b,+25 more |  |  |  | stonewall_2a1,shop_prop_merchantleather_c,shop_prop_merchantleather_b,merchandise_hides_a,bd_table_trunk_a,bd_cloth_stick_10m,empire_street_tent_04,battania_street_tent_a,aserai_street_tent_a,foods_basket_c,foods_basket_a,bd_broom_a,+29 more | UsablePlace,AnimationPoint | sp_player_sit,spawnpoint_homestead_market_lady,spawnpoint_homestead_npc |  |  |  | 5 | homestead_prop,nord_fire_place,burning_campfire_big,sp_worker_spawn_1,sp_worker_spawn_2
homestead_medical_tent | HomesteadsReloaded | homestead_medical_tent.xml | Prefabs\homestead_medical_tent.xml | misc | yes | yes | bo_tent_vlandia_a,bo_bed_straw_a,bo_bd_table_e |  |  |  | tent_vlandia_a,bed_straw_a,bed_straw_b,bd_table_e,arrow_new_icon |  | spawnpoint_homestead_npc |  |  |  | 1 | medical_tent_shelter,medical_tent_bed_a,medical_tent_bed_b,medical_tent_table,sp_medical_tent_physician
homestead_mini_circuit | HomesteadsReloaded | homestead_mini_circuit.xml | Prefabs\homestead_mini_circuit.xml | misc | yes | yes | bo_castle_plank_wall_c,bo_empire_garden_wall_a_round1 |  |  |  |  |  | homestead_race_prop,homestead_race_start,homestead_race_gate,gate_000,gate_001,gate_002,gate_003,gate_004,gate_005,gate_006,gate_007,gate_008,+51 more |  |  |  | 1 | empire_arena_stand_a,empire_arena_stand_corner_b,empire_gatehouse_b,empire_wall_d,homestead_race_barrier,homestead_race_start,homestead_race_gate
homestead_musician_tent | HomesteadsReloaded | homestead_musician_tent.xml | Prefabs\homestead_musician_tent.xml | misc | yes | yes | bo_empire_street_tent_04,bo_torch_outdoors_a |  |  |  | empire_street_tent_06,torch_outdoors_a,arrow_new_icon,torch_outdoors_a.lod1,torch_outdoors_a.lod1.3,torch_outdoors_a.lod2,torch_outdoors_a.lod2.3,torch_outdoors_a.3,torch_outdoors_a.lod3,torch_outdoors_a.lod3.3,torch_outdoors_a.lod4,torch_outdoors_a.lod4.3,+1 more | AmbientSoundEmitter,LightCycle,UsablePlace,AnimationPoint | spawnpoint_homestead_npc,homestead_flute_musician | System.Xml.XmlElement |  |  | 8 | torch_outdoors_a_burning,sp_standing_musician,sp_npc_applauder
homestead_native_arabian_fence | HomesteadsReloaded | homestead_native_arabian_fence.xml | Prefabs\homestead_native_arabian_fence.xml | misc |  | yes | bo_arena_arabian_fence_a |  |  |  | arena_arabian_fence_a |  |  |  |  |  | 0 | homestead_native_arabian_fence
homestead_native_aserai_tent | HomesteadsReloaded | homestead_native_aserai_tent.xml | Prefabs\homestead_native_aserai_tent.xml | misc |  | yes | bo_aserai_street_tent_a |  |  |  | aserai_street_tent_a |  |  |  |  |  | 0 | homestead_native_aserai_tent
homestead_native_barrel_stack | HomesteadsReloaded | homestead_native_barrel_stack.xml | Prefabs\homestead_native_barrel_stack.xml | prop | yes | yes | bo_bd_barrel_a |  |  |  | bd_barrel_a |  |  |  |  |  | 1 | barrel_a,barrel_b,barrel_c
homestead_native_battania_tent | HomesteadsReloaded | homestead_native_battania_tent.xml | Prefabs\homestead_native_battania_tent.xml | misc |  | yes | bo_battania_street_tent_a |  |  |  | battania_street_tent_a |  |  |  |  |  | 0 | homestead_native_battania_tent
homestead_native_canopy_tent | HomesteadsReloaded | homestead_native_canopy_tent.xml | Prefabs\homestead_native_canopy_tent.xml | misc |  | yes | bo_tent_vlandia_c |  |  |  | tent_vlandia_c |  |  |  |  |  | 0 | homestead_native_canopy_tent
homestead_native_cutting_table | HomesteadsReloaded | homestead_native_cutting_table.xml | Prefabs\homestead_native_cutting_table.xml | furniture |  | yes | bo_bd_table_c |  |  |  | bd_table_c |  |  |  |  |  | 0 | homestead_native_cutting_table
homestead_native_decorated_work_table | HomesteadsReloaded | homestead_native_decorated_work_table.xml | Prefabs\homestead_native_decorated_work_table.xml | furniture |  | yes | bo_bd_table_e |  |  |  | bd_table_e,bd_bucket_a,kitchen_pot_a,kitchen_bowl_c |  |  |  |  |  | 1 | table,bucket,pot,bowl
homestead_native_desert_shelter | HomesteadsReloaded | homestead_native_desert_shelter.xml | Prefabs\homestead_native_desert_shelter.xml | misc |  | yes | bo_tents_aserai_b |  |  |  | tents_aserai_b |  |  |  |  |  | 0 | homestead_native_desert_shelter
homestead_native_dirt_mound | HomesteadsReloaded | homestead_native_dirt_mound.xml | Prefabs\homestead_native_dirt_mound.xml | misc | yes | yes | bo_cliff_soil_a |  |  |  | cliff_soil_a |  |  |  |  |  | 1 | dirt_mound_part_a,dirt_mound_part_b,dirt_mound_part_c
homestead_native_empire_fence_a | HomesteadsReloaded | homestead_native_empire_fence_a.xml | Prefabs\homestead_native_empire_fence_a.xml | misc |  | yes | bo_fence_empire_a |  |  |  | fence_empire_a |  |  |  |  |  | 0 | homestead_native_empire_fence_a
homestead_native_empire_fence_b | HomesteadsReloaded | homestead_native_empire_fence_b.xml | Prefabs\homestead_native_empire_fence_b.xml | misc |  | yes | bo_fence_empire_b |  |  |  | fence_empire_b |  |  |  |  |  | 0 | homestead_native_empire_fence_b
homestead_native_empire_tent_02 | HomesteadsReloaded | homestead_native_empire_tent_02.xml | Prefabs\homestead_native_empire_tent_02.xml | misc |  | yes | bo_empire_street_tent_02 |  |  |  | empire_street_tent_02 |  |  |  |  |  | 0 | homestead_native_empire_tent_02
homestead_native_empire_tent_03 | HomesteadsReloaded | homestead_native_empire_tent_03.xml | Prefabs\homestead_native_empire_tent_03.xml | misc |  | yes | bo_empire_street_tent_02 |  |  |  | empire_street_tent_03 |  |  |  |  |  | 0 | homestead_native_empire_tent_03
homestead_native_empire_tent_04 | HomesteadsReloaded | homestead_native_empire_tent_04.xml | Prefabs\homestead_native_empire_tent_04.xml | misc |  | yes | bo_empire_street_tent_04 |  |  |  | empire_street_tent_04 |  |  |  |  |  | 0 | homestead_native_empire_tent_04
homestead_native_fence_a | HomesteadsReloaded | homestead_native_fence_a.xml | Prefabs\homestead_native_fence_a.xml | misc |  | yes | bo_barn_fence_a |  |  |  | barn_fence_a |  |  |  |  |  | 0 | homestead_native_fence_a
homestead_native_fence_b | HomesteadsReloaded | homestead_native_fence_b.xml | Prefabs\homestead_native_fence_b.xml | misc |  | yes | bo_barn_fence_b |  |  |  | barn_fence_b |  |  |  |  |  | 0 | homestead_native_fence_b
homestead_native_fence_c | HomesteadsReloaded | homestead_native_fence_c.xml | Prefabs\homestead_native_fence_c.xml | misc |  | yes | bo_barn_fence_c |  |  |  | barn_fence_c |  |  |  |  |  | 0 | homestead_native_fence_c
homestead_native_fence_d | HomesteadsReloaded | homestead_native_fence_d.xml | Prefabs\homestead_native_fence_d.xml | misc |  | yes | bo_barn_fence_d |  |  |  | barn_fence_d |  |  |  |  |  | 0 | homestead_native_fence_d
homestead_native_fence_e | HomesteadsReloaded | homestead_native_fence_e.xml | Prefabs\homestead_native_fence_e.xml | misc |  | yes | bo_barn_fence_e |  |  |  | barn_fence_e |  |  |  |  |  | 0 | homestead_native_fence_e
homestead_native_flower_pottery_decor | HomesteadsReloaded | homestead_native_flower_pottery_decor.xml | Prefabs\homestead_native_flower_pottery_decor.xml | prop | yes | yes | bo_empire_garden_flowerpot_a,bo_empire_street_pottery_01 |  |  |  | empire_garden_flowerpot_a,empire_street_pottery_01,empire_street_pottery_03 |  |  |  |  |  | 1 | flowerpot,pottery_a,pottery_b
homestead_native_generic_fence_c | HomesteadsReloaded | homestead_native_generic_fence_c.xml | Prefabs\homestead_native_generic_fence_c.xml | misc |  | yes | bo_fence_c |  |  |  | fence_c |  |  |  |  |  | 0 | homestead_native_generic_fence_c
homestead_native_generic_fence_f | HomesteadsReloaded | homestead_native_generic_fence_f.xml | Prefabs\homestead_native_generic_fence_f.xml | misc |  | yes | bo_fence_f |  |  |  | fence_f |  |  |  |  |  | 0 | homestead_native_generic_fence_f
homestead_native_generic_fence_g | HomesteadsReloaded | homestead_native_generic_fence_g.xml | Prefabs\homestead_native_generic_fence_g.xml | misc |  | yes | bo_fence_g |  |  |  | fence_g |  |  |  |  |  | 0 | homestead_native_generic_fence_g
homestead_native_generic_fence_h | HomesteadsReloaded | homestead_native_generic_fence_h.xml | Prefabs\homestead_native_generic_fence_h.xml | misc |  | yes | bo_fence_h |  |  |  | fence_h |  |  |  |  |  | 0 | homestead_native_generic_fence_h
homestead_native_hand_cart | HomesteadsReloaded | homestead_native_hand_cart.xml | Prefabs\homestead_native_hand_cart.xml | misc |  | yes | bo_bd_cart_a |  |  |  | bd_cart_a |  |  |  |  |  | 0 | homestead_native_hand_cart
homestead_native_hay_cart | HomesteadsReloaded | homestead_native_hay_cart.xml | Prefabs\homestead_native_hay_cart.xml | misc |  | yes | bo_bd_hay_cart_a |  |  |  | bd_hay_cart_a |  |  |  |  |  | 0 | homestead_native_hay_cart
homestead_native_hitching_post | HomesteadsReloaded | homestead_native_hitching_post.xml | Prefabs\homestead_native_hitching_post.xml | misc | yes | yes | bo_horse_barrier_a,bo_shop_prop_merchanthorse_a |  |  |  | horse_barrier_a,shop_prop_merchanthorse_a |  |  |  |  |  | 1 | horse_barrier,merchant_horse
homestead_native_horse_paddock | HomesteadsReloaded | homestead_native_horse_paddock.xml | Prefabs\homestead_native_horse_paddock.xml | naval | yes | yes | bo_horse_barrier_a,bo_bd_trough_a,bo_shop_prop_merchanthorse_a |  |  |  | horse_barrier_a,bd_trough_a,shop_prop_merchanthorse_a |  |  |  |  |  | 1 | horse_barrier_left,horse_barrier_right,horse_trough,merchant_horse
homestead_native_khuzait_grandbazaar_tent | HomesteadsReloaded | homestead_native_khuzait_grandbazaar_tent.xml | Prefabs\homestead_native_khuzait_grandbazaar_tent.xml | misc |  | yes | bo_khuzait_grandbazaar_tent_a |  |  |  | khuzait_grandbazaar_tent_a |  |  |  |  |  | 0 | homestead_native_khuzait_grandbazaar_tent
homestead_native_khuzait_interior_tent_b | HomesteadsReloaded | homestead_native_khuzait_interior_tent_b.xml | Prefabs\homestead_native_khuzait_interior_tent_b.xml | architecture |  | yes | bo_khuzait_tent_interior_a |  |  |  | khuzait_tent_interior_b |  |  |  |  |  | 0 | homestead_native_khuzait_interior_tent_b
homestead_native_khuzait_tent | HomesteadsReloaded | homestead_native_khuzait_tent.xml | Prefabs\homestead_native_khuzait_tent.xml | misc |  | yes | bo_khuzait_tent_a |  |  |  | khuzait_tent_a |  |  |  |  |  | 0 | homestead_native_khuzait_tent
homestead_native_khuzait_tent_b | HomesteadsReloaded | homestead_native_khuzait_tent_b.xml | Prefabs\homestead_native_khuzait_tent_b.xml | misc |  | yes | bo_khuzait_tent_a |  |  |  | khuzait_tent_b |  |  |  |  |  | 0 | homestead_native_khuzait_tent_b
homestead_native_log_bench | HomesteadsReloaded | homestead_native_log_bench.xml | Prefabs\homestead_native_log_bench.xml | furniture |  | yes | bo_log_bench_default_c |  |  |  | log_bench_beech_c,arrow_new_icon | UsablePlace,AnimationPoint | spawnpoint_homestead_npc |  |  |  | 2 | sp_npc_sit_bench
